rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23,lat,lon
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,8,2,0,6,6,-8.05955,-34.95985
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,8,2,0,6,6,-8.05955,-34.959648082191784
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,8,2,0,6,6,-8.05955,-34.95944616438357
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,8,2,0,6,6,-8.05955,-34.959244246575345
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.959042328767126
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.958840410958906
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.958638493150694
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.95843657534247
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.95823465753425
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.958032739726036
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.95783082191781
-88.97454531547973,-93.58069552240794,-89.23701042828732,-91.67301034913388,-91.41466147708029,-89.8196900546254,-87.82307901459835,-91.25080357905223,-93.79778588215096,8,7,2,1,6,5,-8.05955,-34.95762890410959
